time,latitude,longitude,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,wind_speed_10m
2017-12-15T22:00,37.2876,-109.8196,40.4,29,33.5,0.0,1.8
2021-09-23T10:00,40.2741,-109.8499,53.6,46,48.6,0.0,3.4
2019-02-24T02:00,39.654,-105.7488,2.4,86,-9.3,0.008,11.7
2017-12-12T18:00,40.8815,-107.312,39.9,46,33.5,0.0,3.0
2019-01-26T06:00,39.8901,-108.2155,21.8,79,15.1,0.004,2.5
2020-03-28T10:00,39.658,-105.8424,2.4,83,-9.5,0.0,11.9
2022-06-25T09:00,40.2008,-109.5752,63.9,51,61.0,0.0,4.0
2020-03-27T16:00,37.397,-105.9851,39.6,43,29.8,0.0,10.2
2022-05-13T06:00,39.7029,-104.2924,49.3,27,40.9,0.0,6.6
2021-01-16T17:00,38.5672,-105.1534,32.5,40,25.9,0.0,1.3
2019-08-30T12:00,37.7071,-106.64,43.6,63,36.9,0.0,6.7
2022-11-07T05:00,39.7566,-105.0398,38.5,46,32.8,0.0,0.8
2019-08-11T16:00,40.3938,-106.8071,72.0,42,69.9,0.0,3.4
2018-05-22T20:00,38.041,-109.7485,70.3,20,61.2,0.0,10.6
2019-11-18T16:00,38.6108,-103.6949,57.4,34,49.5,0.0,8.6
2017-01-30T03:00,40.0929,-104.9299,43.1,34,35.3,0.0,5.0
2016-08-07T15:00,40.0673,-102.1789,66.3,94,69.5,0.0,5.1
2019-12-10T11:00,38.5485,-102.9794,24.3,55,15.7,0.0,5.8
2021-12-11T11:00,39.0543,-109.7089,9.1,55,0.3,0.0,4.5
2017-05-22T02:00,40.855,-105.675,33.2,89,26.2,0.0,7.0
2018-06-24T12:00,39.0779,-108.8635,63.1,31,58.6,0.0,1.3
2021-08-05T23:00,40.2965,-108.5627,90.8,11,81.2,0.0,13.8
2020-05-09T03:00,39.0455,-107.3825,39.0,50,32.6,0.0,3.1
2016-10-17T01:00,40.0703,-102.9244,69.1,40,62.5,0.0,12.1
2017-02-17T11:00,40.1823,-105.7555,11.3,76,3.2,0.0,3.8
2020-01-05T14:00,40.3555,-106.378,8.2,82,-1.0,0.0,6.3
2021-09-13T17:00,37.9233,-107.6256,52.7,45,44.3,0.0,11.8
2020-04-20T17:00,40.7416,-103.4619,58.7,27,51.9,0.0,9.7
2022-02-16T20:00,39.4017,-102.0088,39.2,46,29.8,0.0,10.1
2020-02-18T20:00,37.9028,-109.7896,26.7,51,21.7,0.0,2.9
2016-03-12T12:00,38.9569,-106.8415,20.4,59,11.8,0.0,5.6
2018-07-11T20:00,37.9229,-108.4384,75.1,29,73.6,0.0,4.8
2022-03-21T08:00,38.2022,-106.3364,24.0,67,16.8,0.0,3.4
2022-12-02T13:00,38.5905,-104.0435,49.0,28,30.5,0.0,30.6
2020-09-05T06:00,39.7963,-102.109,70.2,54,68.3,0.0,6.6
2017-02-04T22:00,38.5077,-108.8339,38.2,80,32.6,0.0,4.5
2016-09-10T13:00,39.5337,-102.3881,48.0,62,42.3,0.0,5.8
2017-12-23T07:00,37.4173,-104.3917,26.5,41,16.1,0.0,9.5
2017-12-08T17:00,40.0837,-106.7328,24.9,53,16.8,0.0,4.7
2017-03-31T04:00,37.8858,-108.3393,34.0,70,26.0,0.016,7.8
2022-06-24T02:00,37.5923,-104.3968,80.9,22,71.7,0.0,15.6
2021-12-26T16:00,40.2889,-107.3818,30.4,65,19.1,0.0,14.0
2017-05-06T13:00,39.8949,-109.7552,57.7,20,49.6,0.0,5.7
2022-04-03T02:00,38.4275,-107.3197,36.2,64,29.5,0.0,4.4
2017-02-12T13:00,39.1697,-109.1258,35.1,64,26.9,0.0,8.0
2016-06-28T22:00,37.9017,-105.089,67.4,35,67.1,0.083,0.7
2021-06-20T02:00,37.7931,-108.3358,63.4,42,57.9,0.0,7.4
2020-07-23T02:00,37.5334,-104.3338,84.2,23,76.9,0.0,12.8
2021-03-01T15:00,38.7056,-103.9118,30.6,23,21.1,0.0,6.4
2020-09-30T02:00,40.2874,-107.0472,52.7,28,45.5,0.0,4.4
2016-10-11T03:00,38.9513,-108.2641,55.1,72,52.7,0.008,3.4
2020-11-01T22:00,38.5447,-102.2557,64.2,28,56.4,0.0,8.8
2018-08-26T20:00,40.7156,-102.722,92.9,19,90.5,0.0,8.8
2019-03-18T06:00,38.8484,-106.2877,9.8,79,1.3,0.0,4.9
2022-11-01T21:00,38.9685,-103.4898,67.7,14,55.7,0.0,15.1
2021-08-20T10:00,40.3333,-108.2084,46.0,78,39.9,0.0,8.7
2021-10-28T17:00,40.6928,-109.9592,32.7,61,27.2,0.0,0.7
2022-08-13T07:00,37.6404,-105.4618,50.6,66,44.9,0.0,7.8
2018-09-18T14:00,40.4593,-105.2097,63.1,49,59.4,0.0,4.9
2018-04-11T02:00,40.9966,-103.2296,60.8,24,54.7,0.0,3.0
2022-03-03T00:00,40.4466,-105.2125,42.0,57,35.5,0.0,4.9
2018-06-19T19:00,38.5114,-104.0617,80.4,37,80.8,0.0,8.0
2022-09-06T05:00,37.2816,-107.6718,57.2,66,53.3,0.0,6.8
2019-07-22T08:00,37.0106,-106.8467,63.0,53,58.9,0.0,6.9
2016-03-14T22:00,38.1091,-106.0939,51.3,19,40.3,0.0,14.3
2016-07-18T06:00,40.3252,-103.8894,71.6,69,71.9,0.0,8.3
2016-04-13T15:00,37.1682,-103.5743,51.9,52,45.8,0.0,6.5
2016-08-16T23:00,37.3026,-104.0933,81.9,28,76.9,0.0,9.0
2022-01-29T23:00,38.6661,-102.817,51.5,15,43.3,0.0,4.1
2021-02-22T21:00,40.3899,-104.5308,58.2,19,47.9,0.0,12.4
2020-12-03T19:00,40.9935,-104.661,43.1,10,29.0,0.0,16.7
2021-10-11T08:00,38.1069,-109.3912,38.0,60,30.4,0.0,6.9
2021-05-18T20:00,39.8208,-106.3591,46.6,51,44.0,0.0,4.8
2018-05-27T14:00,40.1015,-106.9689,50.8,51,45.6,0.0,3.6
2017-11-21T19:00,38.3256,-104.6055,51.4,50,43.9,0.0,9.3
2021-01-30T20:00,37.1584,-105.9319,30.7,63,23.2,0.0,7.9
2017-01-02T12:00,39.6874,-102.9122,25.4,84,17.5,0.0,6.3
2021-09-30T15:00,40.1547,-108.3858,46.1,75,40.8,0.0,6.3
2016-06-21T03:00,40.6279,-104.3935,77.1,49,77.0,0.0,5.1
2017-02-08T23:00,40.1038,-109.237,39.0,77,33.1,0.0,5.1
2021-12-23T19:00,37.1764,-107.2273,34.5,63,28.3,0.0,2.9
2016-08-22T16:00,40.3637,-103.1508,79.6,38,77.3,0.0,7.8
2020-02-20T19:00,37.1965,-102.0137,29.9,44,23.3,0.0,5.5
2016-07-06T22:00,39.3754,-104.5153,85.6,21,80.5,0.0,10.0
2018-11-25T05:00,40.89,-108.3916,23.0,78,12.3,0.004,12.2
2018-03-11T09:00,38.1048,-108.4072,33.8,51,25.0,0.0,7.6
2019-09-07T15:00,38.2364,-108.0154,61.9,42,58.2,0.0,2.4
2019-02-16T18:00,39.7076,-103.1565,37.1,44,27.7,0.0,9.1
2018-01-28T17:00,38.3417,-106.8538,21.3,55,12.4,0.0,6.3
2018-12-17T04:00,37.5627,-107.1381,18.1,64,9.1,0.0,6.5
2022-12-15T04:00,40.0985,-102.2152,25.3,72,12.1,0.0,18.1
2016-07-12T11:00,37.9672,-104.3832,66.6,48,65.3,0.0,1.1
2020-08-06T16:00,38.8997,-103.3557,74.3,57,74.8,0.0,5.4
2020-08-19T04:00,37.5852,-108.0487,53.3,56,50.2,0.0,0.7
2017-06-02T12:00,39.961,-107.1201,34.8,100,29.8,0.004,3.8
2016-09-13T13:00,38.4486,-109.4563,56.5,54,51.2,0.0,6.8
2018-06-24T19:00,40.591,-104.4454,68.6,49,67.3,0.0,5.1
2017-09-19T23:00,37.7951,-106.4277,62.6,18,49.9,0.0,17.0
2021-01-12T12:00,38.5287,-108.813,10.5,61,2.6,0.0,2.7
2019-01-24T15:00,37.6263,-108.7342,17.8,79,7.8,0.0,9.5
2021-05-07T06:00,40.4949,-107.906,53.5,41,47.7,0.0,4.0
2018-11-21T02:00,39.654,-107.0916,24.8,55,18.5,0.0,0.5
2017-11-27T03:00,37.7222,-108.3261,35.1,53,27.1,0.0,6.3
2016-11-25T22:00,38.673,-105.3017,46.3,12,37.4,0.0,4.9
2019-04-12T06:00,37.5921,-106.2111,22.9,51,15.3,0.0,3.1
2018-11-16T11:00,37.4398,-105.0306,25.7,55,17.8,0.0,4.5
2018-12-20T06:00,38.5322,-103.5374,37.2,37,24.3,0.0,16.5
2016-04-14T18:00,37.9552,-108.0989,45.8,42,38.9,0.0,12.0
2021-12-24T15:00,40.8426,-106.3629,28.7,75,22.1,0.024,3.4
2016-12-07T11:00,40.2476,-103.6091,19.5,64,9.2,0.004,9.7
2022-09-12T11:00,40.8212,-104.8491,49.9,45,43.7,0.0,4.8
2016-08-29T04:00,38.4223,-107.6615,53.7,67,51.1,0.0,1.9
2018-07-21T06:00,38.6568,-108.3934,67.9,38,64.9,0.0,1.9
2019-09-04T15:00,37.5275,-106.1615,66.1,55,65.2,0.0,1.9
2016-07-08T02:00,38.457,-103.5034,83.6,28,78.1,0.0,11.3
2022-12-20T10:00,39.6886,-109.9982,21.8,58,15.4,0.0,0.5
2022-12-27T00:00,39.6822,-105.7605,21.9,85,11.9,0.0,10.5
2021-12-18T11:00,37.3615,-105.2227,6.7,65,-2.1,0.0,4.9
2016-07-12T21:00,37.6181,-102.6704,90.2,27,91.2,0.0,7.7
2022-08-30T23:00,39.6976,-105.666,59.1,52,54.9,0.102,5.1
2018-06-27T10:00,37.1739,-107.9992,62.4,15,53.9,0.0,6.1
2016-05-26T06:00,38.4451,-107.1608,42.2,59,36.6,0.0,3.1
2020-07-14T17:00,38.0436,-106.7047,69.0,29,64.2,0.0,7.9
2017-11-21T20:00,40.7386,-108.0541,45.7,55,37.9,0.0,9.0
2020-04-10T17:00,38.483,-102.6848,60.8,38,52.3,0.0,15.8
2019-02-05T13:00,38.7956,-109.4404,38.8,55,26.8,0.0,16.8
2017-07-25T13:00,37.9436,-103.2758,79.2,51,77.0,0.0,12.8
2019-05-02T13:00,38.1786,-103.0204,40.6,85,36.7,0.0,1.8
2017-04-04T10:00,37.937,-108.2547,21.9,89,13.7,0.008,6.7
2016-12-07T07:00,39.1134,-109.9753,25.2,53,15.6,0.0,8.3
2022-06-11T04:00,40.5059,-102.2518,72.7,57,69.5,0.0,12.6
2020-03-05T23:00,39.6099,-103.9856,51.2,26,41.7,0.0,9.4
2022-11-17T00:00,37.0974,-104.6587,26.8,38,17.4,0.0,6.9
2018-04-23T01:00,39.2705,-109.3302,67.6,16,61.0,0.0,3.1
2017-05-01T08:00,39.2193,-102.4749,37.0,56,27.6,0.0,10.3
2018-07-10T21:00,40.848,-107.802,90.8,16,88.5,0.0,6.2
2022-06-10T19:00,38.627,-106.9169,83.5,14,83.2,0.0,3.1
2020-07-22T12:00,38.797,-102.8165,65.4,86,65.3,0.0,9.2
2021-04-13T00:00,40.2683,-109.3747,58.2,12,50.0,0.0,4.3
2021-09-19T15:00,38.1804,-106.4712,54.4,56,49.3,0.0,5.9
2022-06-26T03:00,37.34,-109.4464,87.9,12,82.5,0.0,2.6
2020-12-20T10:00,38.979,-106.5983,3.9,73,-5.5,0.0,6.2
2019-08-31T07:00,37.8933,-106.688,44.6,60,38.0,0.0,6.3
2019-08-06T00:00,39.5156,-106.7098,64.0,47,60.3,0.0,4.8
2018-06-28T04:00,37.5807,-105.7867,75.6,10,67.3,0.0,6.0
2021-12-06T14:00,37.1238,-103.9831,19.0,39,7.2,0.0,11.9
2016-10-25T05:00,38.3988,-107.0015,44.1,64,39.0,0.0,3.3
2022-06-25T06:00,40.9333,-102.3941,78.6,30,73.2,0.0,9.5
2016-06-06T19:00,39.3412,-104.6994,74.4,40,75.1,0.0,2.5
2021-08-31T07:00,37.6501,-103.4404,76.0,48,71.9,0.0,13.3
2020-05-08T12:00,38.368,-106.1075,16.7,76,8.0,0.0,6.1
2019-05-01T04:00,39.8009,-102.4876,40.0,86,32.3,0.004,10.7
2019-11-25T03:00,37.4035,-103.2189,43.4,32,31.9,0.0,13.7
2017-09-20T02:00,38.7974,-104.1626,70.5,15,58.1,0.0,17.0
2020-12-23T12:00,40.086,-109.4781,20.3,54,10.9,0.0,7.3
2019-05-10T13:00,37.3815,-104.0505,38.3,79,30.7,0.0,9.2
2021-11-06T15:00,39.1672,-106.0088,34.7,30,25.4,0.0,6.8
2018-04-06T05:00,38.0305,-109.8154,48.6,35,39.8,0.0,8.8
2017-06-30T08:00,38.9664,-106.2156,41.9,67,37.6,0.0,1.1
2018-07-11T01:00,39.7382,-107.764,59.8,84,56.9,0.051,10.4
2020-07-07T10:00,37.6011,-104.3637,68.9,51,63.0,0.0,14.0
2022-08-17T00:00,38.8948,-109.1248,76.1,49,75.0,0.0,6.9
2021-10-30T19:00,37.0656,-108.1561,61.9,32,56.2,0.0,7.0
2017-03-31T11:00,39.439,-107.262,30.3,91,24.5,0.0,3.3
2020-11-02T15:00,37.8646,-103.285,45.5,57,38.6,0.0,7.0
2018-08-15T06:00,37.4106,-106.3695,51.3,63,47.8,0.0,2.2
2020-06-02T01:00,39.9651,-103.8748,88.1,18,84.3,0.0,2.7
2022-02-13T19:00,39.4629,-106.5471,21.9,33,13.7,0.0,6.7
2016-11-20T16:00,38.5851,-109.5705,47.4,53,42.1,0.0,3.0
2018-12-13T07:00,37.472,-103.5232,33.1,73,19.9,0.008,20.2
2019-02-26T19:00,40.4999,-106.1979,37.6,37,29.9,0.0,8.1
2017-01-31T03:00,38.6664,-107.9683,25.6,82,18.7,0.0,3.9
2018-11-09T03:00,37.6379,-103.2899,31.0,88,24.2,0.0,5.6
2017-12-25T17:00,37.9652,-109.7699,36.3,52,28.8,0.0,5.1
2018-11-01T22:00,37.437,-107.853,47.0,35,37.9,0.0,9.1
2021-12-06T05:00,37.5056,-109.8454,43.9,29,32.6,0.0,13.0
2016-07-12T15:00,39.2815,-109.8896,65.8,11,59.0,0.0,1.6
2017-11-09T18:00,39.7172,-105.2976,39.6,48,32.3,0.0,5.1
2019-09-12T21:00,39.5526,-109.8347,59.5,25,53.3,0.0,9.2
2020-05-05T19:00,40.9701,-107.8825,56.4,29,53.4,0.0,6.1
2020-01-03T18:00,37.1059,-109.1421,33.9,52,23.7,0.0,11.1
2020-03-16T00:00,38.1399,-104.1617,51.7,45,46.8,0.0,2.0
2022-11-01T12:00,37.7106,-103.3557,43.5,40,34.6,0.0,8.5
2020-11-15T14:00,38.0576,-103.3401,26.6,35,18.5,0.0,3.6
2020-11-07T08:00,39.8492,-105.1637,46.3,49,38.9,0.0,7.2
2017-01-10T02:00,38.6342,-102.4728,44.5,63,37.7,0.0,7.3
2022-09-01T08:00,37.591,-102.3106,69.8,66,69.3,0.0,7.5
2021-06-15T19:00,37.4358,-106.2186,86.6,9,84.5,0.0,4.2
2020-05-21T02:00,38.0868,-108.3133,50.3,12,40.6,0.0,7.1
2017-05-25T02:00,37.1963,-108.7963,66.7,16,59.3,0.0,5.0
2020-11-01T22:00,37.5901,-102.0636,68.2,26,59.2,0.0,12.2
2019-04-27T18:00,37.752,-102.6676,65.5,28,59.5,0.0,12.5
2022-12-23T07:00,38.1177,-107.9361,18.2,60,10.1,0.0,4.2
2016-04-04T02:00,38.1519,-108.2515,49.2,41,43.7,0.0,2.1
2019-07-16T07:00,39.6366,-108.9779,70.5,33,64.6,0.0,8.2
2019-11-23T06:00,39.6733,-108.7316,18.9,88,12.6,0.0,1.3
2020-01-17T16:00,39.1703,-105.5397,19.0,89,10.5,0.0,6.5
2016-06-25T01:00,38.3971,-103.1585,91.3,27,87.6,0.012,10.9
2022-12-18T15:00,38.4718,-105.5342,17.6,30,7.1,0.0,8.3
2019-07-03T16:00,39.2418,-109.5695,69.9,20,62.0,0.0,9.4
2020-07-07T10:00,40.1575,-106.9243,54.7,43,47.8,0.0,7.4
2020-04-01T12:00,39.888,-104.2273,32.9,77,26.6,0.0,4.0
2017-03-14T08:00,40.0547,-104.8519,39.4,55,32.0,0.0,6.0
2017-06-25T16:00,40.5708,-103.9507,60.8,67,57.5,0.0,7.5
2016-07-28T17:00,40.3264,-106.6887,71.0,16,66.9,0.0,3.9
2018-06-21T19:00,40.3102,-108.7213,81.9,10,77.9,0.0,7.0
2022-03-23T00:00,37.8462,-107.5682,14.8,68,4.8,0.004,8.6
2019-06-05T20:00,40.4486,-106.677,51.4,44,50.8,0.008,3.7
2018-10-02T01:00,40.4441,-108.6711,62.9,44,56.8,0.0,9.2
2017-09-10T20:00,40.4864,-104.9841,86.1,21,83.8,0.0,1.6
2022-07-27T22:00,40.8142,-103.9593,75.0,62,74.0,0.012,13.5
2022-06-25T08:00,39.0993,-109.5845,65.9,32,57.9,0.0,11.1
2020-11-12T19:00,39.2238,-103.2945,37.7,32,27.8,0.0,9.7
2018-08-07T01:00,37.7438,-106.3483,82.9,8,73.2,0.0,9.2
2022-02-20T22:00,38.6976,-107.8848,48.8,33,42.0,0.0,4.1
2022-10-14T20:00,40.7926,-103.6494,72.7,12,60.4,0.0,18.2
2019-04-18T13:00,37.1365,-102.4272,46.8,48,37.4,0.0,12.0
2018-10-18T16:00,40.1853,-104.6226,47.7,57,42.3,0.0,4.3
2018-05-09T19:00,37.039,-106.1726,75.5,9,72.5,0.0,3.4
2020-07-02T04:00,38.5923,-109.4915,83.3,10,73.5,0.0,10.9
2021-03-15T12:00,39.5793,-107.2532,24.2,86,15.6,0.004,7.9
2021-06-11T09:00,37.0533,-102.9765,70.1,17,62.0,0.0,7.2
2018-03-08T03:00,38.4235,-102.853,35.6,24,26.7,0.0,5.6
2020-01-22T18:00,37.3397,-104.2027,50.5,26,38.5,0.0,15.3
2017-02-16T17:00,38.5338,-108.5576,32.7,56,26.1,0.0,2.8
2020-06-05T06:00,37.3841,-107.3169,42.3,56,35.8,0.0,4.9
2021-07-10T16:00,38.788,-108.1243,86.3,10,80.1,0.0,5.2
2018-05-03T22:00,39.9009,-107.859,40.2,77,34.4,0.004,6.8
2021-07-20T23:00,38.392,-108.598,88.5,24,83.8,0.0,10.1
2018-01-15T15:00,37.2793,-108.4832,21.6,40,12.4,0.0,5.9
2019-12-25T17:00,39.2843,-107.2294,29.9,64,22.4,0.004,5.0
2021-05-20T23:00,40.1532,-105.8035,48.8,41,42.3,0.0,5.0
2020-05-30T17:00,37.6781,-109.9549,73.8,21,69.0,0.0,5.7
2017-07-11T17:00,38.9027,-106.2263,67.7,40,66.4,0.028,3.6
2019-07-06T20:00,40.0942,-102.1076,84.0,41,86.8,0.0,7.0
2020-01-15T12:00,39.7841,-109.2221,22.3,38,14.1,0.0,3.6
2022-01-23T14:00,40.4367,-107.6583,2.0,87,-6.9,0.0,5.1
2020-06-11T14:00,37.5179,-106.7231,44.9,39,37.0,0.0,6.3
2018-09-24T18:00,40.9178,-103.5419,66.2,47,62.4,0.0,6.2
2022-08-16T12:00,39.0345,-107.5568,53.4,82,51.7,0.0,3.0
2019-03-23T15:00,37.6806,-107.9414,22.0,73,13.0,0.0,7.4
2022-05-02T05:00,40.8665,-102.0139,47.8,54,36.5,0.012,17.8
2018-05-29T22:00,40.9899,-102.9691,61.6,67,59.2,0.035,5.9
2022-04-17T06:00,38.3474,-107.2465,33.4,76,24.3,0.0,10.6
2017-05-16T03:00,39.9177,-105.4756,41.9,65,34.0,0.0,9.4
2021-08-29T15:00,37.4763,-104.0436,64.6,72,60.6,0.0,13.5
2016-04-05T20:00,40.2782,-106.9188,30.3,66,21.1,0.02,9.3
2021-10-06T01:00,38.6599,-102.9688,68.5,34,61.4,0.0,10.8
2018-07-16T14:00,40.9216,-108.1052,68.7,57,68.2,0.0,3.1
2020-11-08T02:00,39.3371,-104.6756,56.9,35,45.6,0.0,17.0
2019-09-10T21:00,38.6961,-103.7107,87.1,20,80.7,0.0,13.9
2022-11-18T04:00,40.0047,-108.3936,17.4,79,7.5,0.0,9.2
2017-01-03T04:00,40.743,-107.4134,16.9,86,9.7,0.02,3.2
2018-05-30T06:00,37.912,-105.0815,40.1,78,35.9,0.0,1.6
2019-08-12T12:00,37.3496,-108.5077,56.0,87,55.5,0.0,2.8
2018-08-11T04:00,40.4342,-106.334,55.9,51,49.4,0.0,8.9
2019-11-25T12:00,40.9877,-103.6651,31.0,86,24.8,0.0,4.0
2018-03-15T22:00,37.5228,-106.3066,37.9,49,29.5,0.004,7.3
2017-04-18T08:00,39.9266,-105.8965,31.2,64,25.3,0.0,1.4
2020-07-28T07:00,39.88,-109.1853,76.0,31,70.4,0.0,9.2
2017-03-31T04:00,38.7535,-102.4282,47.1,67,38.7,0.0,12.8
2022-07-29T00:00,40.7859,-108.2582,66.0,69,63.4,0.024,10.5
2020-11-08T15:00,37.1095,-105.5335,32.4,55,18.1,0.0,20.9
2017-06-25T13:00,38.1208,-108.1509,55.1,26,46.3,0.0,8.5
2021-07-10T05:00,38.1153,-102.9318,85.1,40,84.4,0.0,8.1
2020-03-06T15:00,40.9262,-108.587,22.0,72,13.0,0.0,7.7
2017-06-05T21:00,38.8439,-107.9243,90.4,10,86.9,0.0,5.3
2022-11-14T11:00,38.5502,-104.0659,25.8,66,17.1,0.008,7.2
2017-01-10T10:00,40.7048,-106.508,23.8,71,15.8,0.012,5.3
2019-12-12T19:00,40.9193,-102.4055,46.8,39,37.6,0.0,9.9
2022-07-09T18:00,40.485,-102.7165,95.0,26,94.2,0.0,12.5
2021-10-18T21:00,40.0842,-109.6249,61.7,32,56.3,0.0,3.4
2018-08-06T13:00,38.1526,-108.2716,61.4,34,55.9,0.0,4.1
2016-05-14T01:00,40.6838,-102.6301,57.8,43,49.3,0.0,12.3
2017-09-05T13:00,38.9532,-104.9593,45.5,87,41.9,0.0,3.9
2022-12-23T11:00,38.4248,-107.8161,22.8,81,16.2,0.0,2.5
2016-05-05T01:00,38.0562,-103.649,73.0,27,67.4,0.0,6.3
2020-11-23T12:00,39.0168,-102.7337,39.8,84,28.6,0.0,18.8
2017-07-29T15:00,37.4166,-106.0736,60.6,75,60.4,0.0,2.5
2021-07-25T11:00,40.1179,-103.9466,68.7,68,69.1,0.0,5.0
2018-04-08T15:00,40.4426,-102.3778,49.5,53,38.9,0.0,16.3
2021-01-25T00:00,40.6238,-103.0929,26.4,73,16.9,0.0,9.6
2016-12-03T23:00,39.0131,-108.601,27.8,52,21.6,0.0,0.7
2022-11-19T21:00,40.109,-104.6579,42.0,16,32.9,0.0,5.7
2020-03-26T13:00,38.8976,-103.5199,44.2,45,34.3,0.0,11.8
2017-09-05T21:00,37.0979,-102.076,71.3,36,69.5,0.0,3.0
2017-06-19T04:00,37.2598,-107.3953,64.4,31,56.6,0.0,9.7
2021-02-16T12:00,40.4527,-104.6034,11.2,55,2.4,0.0,4.7
2019-11-08T09:00,38.0431,-104.685,26.0,100,19.3,0.0,4.8
2018-07-09T19:00,39.4209,-107.1702,91.3,17,91.6,0.0,4.2
2022-01-01T19:00,37.5195,-106.0168,20.4,68,11.2,0.008,7.3
2019-10-23T07:00,40.2606,-104.4256,45.9,54,39.7,0.0,4.9
2016-05-06T14:00,37.8846,-107.4382,31.5,80,24.1,0.008,6.3
2018-07-14T01:00,38.6391,-104.4643,85.0,24,80.6,0.0,7.0
2017-08-13T10:00,37.2759,-102.2264,67.6,90,67.8,0.0,12.0
2022-04-20T09:00,38.9524,-107.1419,31.2,63,24.3,0.0,3.6
2017-03-29T02:00,40.1152,-104.337,44.2,93,38.2,0.028,9.7
2020-02-22T05:00,40.2625,-105.6676,10.7,51,0.6,0.0,7.7
2017-06-23T18:00,38.4995,-105.4456,48.2,88,43.0,0.004,9.2
2021-08-07T19:00,37.9873,-102.4583,93.0,25,95.2,0.0,6.2
2018-12-10T03:00,37.0783,-102.9254,30.2,63,22.6,0.0,5.2
2019-10-27T10:00,37.1323,-109.0828,49.0,33,38.2,0.0,13.2
2020-04-15T21:00,40.9199,-104.4443,40.1,56,31.5,0.028,9.1
2021-03-13T00:00,37.6118,-102.7517,40.9,85,32.4,0.008,12.8
2020-03-28T14:00,39.0041,-106.9237,1.2,80,-7.9,0.0,5.2
2021-11-05T20:00,40.5388,-104.7799,69.8,17,62.8,0.0,4.8
2016-12-12T07:00,40.0276,-107.4506,23.9,88,15.9,0.0,6.5
2018-11-26T10:00,39.9001,-108.545,20.9,43,13.2,0.0,2.7
2022-09-22T05:00,37.8529,-109.4954,45.1,100,40.1,0.016,9.0
2022-11-17T09:00,37.5095,-106.0545,14.9,43,7.3,0.0,1.7
2016-06-08T07:00,37.8544,-107.0033,41.2,49,34.9,0.0,3.2
2021-03-19T17:00,40.0558,-107.4277,42.3,45,36.1,0.0,4.5
2018-01-10T20:00,38.0704,-102.6142,70.2,19,59.4,0.0,14.7
2022-04-01T09:00,39.8619,-103.5658,43.5,37,34.0,0.0,9.7
2017-12-07T13:00,37.0572,-103.4231,18.3,66,10.2,0.0,4.4
2022-05-22T02:00,40.5314,-102.8019,47.9,28,40.3,0.0,4.5
2019-10-02T20:00,38.0139,-104.1498,73.3,29,70.5,0.0,6.4
2020-12-27T22:00,39.5135,-104.3212,42.4,21,32.9,0.0,7.1
2018-12-16T05:00,38.7212,-102.5184,39.6,43,31.3,0.0,6.7
2017-09-17T10:00,37.4409,-104.834,48.5,91,46.3,0.0,2.9
2020-04-26T01:00,40.5854,-107.7711,56.0,38,49.2,0.0,6.7
2017-11-13T00:00,39.6837,-104.4786,44.1,50,35.7,0.0,9.3
2020-03-19T22:00,40.2184,-105.7077,20.2,74,12.3,0.012,4.8
2019-02-28T03:00,38.7446,-102.0848,11.9,81,4.2,0.0,3.2
2021-12-03T13:00,39.116,-104.0368,39.5,50,30.8,0.0,8.7
2018-01-03T00:00,38.9859,-105.1878,30.8,12,21.4,0.0,5.4
2017-06-27T05:00,40.5661,-108.7228,72.2,21,67.2,0.0,2.2
2016-12-02T05:00,39.6487,-109.0264,4.0,80,-5.0,0.0,5.3
2021-08-16T08:00,37.2077,-102.5621,68.3,63,66.8,0.0,7.6
2017-02-13T06:00,37.2172,-109.0588,41.4,76,32.3,0.004,13.3
2021-09-20T12:00,40.9905,-105.5859,34.9,70,22.8,0.0,17.9
2018-09-06T12:00,40.7691,-106.5595,39.9,90,35.6,0.0,3.2
2020-11-27T16:00,40.1498,-105.8714,14.3,88,7.4,0.0,2.0
2019-12-25T13:00,38.2743,-109.9401,35.9,77,27.7,0.0,9.3
2022-05-13T21:00,38.2792,-107.623,42.7,24,36.2,0.0,10.2
2018-07-12T14:00,39.1336,-106.7346,51.7,60,48.7,0.0,0.5
2020-08-29T02:00,37.5893,-105.8016,63.0,74,62.7,0.008,4.1
2021-01-28T23:00,40.5353,-104.6857,39.2,34,31.6,0.0,3.8
2021-03-24T07:00,39.5625,-104.1901,29.5,93,21.0,0.004,9.8
2022-07-01T08:00,38.4752,-104.8428,64.6,51,62.1,0.0,3.5
2021-04-26T22:00,38.9959,-104.9387,50.6,25,43.2,0.0,9.8
2018-08-24T13:00,40.9279,-108.7483,52.5,48,46.7,0.0,5.2
2022-05-14T08:00,38.1318,-105.4792,35.7,42,27.7,0.0,5.3
2021-04-26T22:00,38.6802,-103.2084,81.7,6,70.1,0.0,17.2
2017-12-24T20:00,38.9635,-108.0683,24.0,43,16.4,0.0,2.7
2022-10-15T23:00,38.6866,-103.864,64.2,28,53.9,0.0,14.5
2016-06-22T20:00,40.1026,-105.1702,78.3,36,76.4,0.0,6.5
2017-05-06T17:00,39.6517,-107.9843,62.3,29,57.4,0.0,6.8
2021-03-25T19:00,38.2497,-104.4778,52.1,28,47.9,0.0,5.4
2022-04-06T04:00,39.3884,-106.862,23.6,67,14.6,0.0,7.4
